Gene Name	Prediction ID	Curated Model ID	Date Curated Model Created
DDB_G0274541	DDB0167761	DDB0346816	17-SEP-10
DDB_G0271034	DDB0216744	DDB0346815	16-SEP-10
DDB_G0274429	DDB0167631	DDB0346814	16-SEP-10
DDB_G0274429	DDB0167632	DDB0346814	16-SEP-10
DDB_G0273833	DDB0217330	DDB0346812	16-SEP-10
DDB_G0273275	DDB0203029	DDB0346811	16-SEP-10
DDB_G0271016	DDB0216735	DDB0346807	16-SEP-10
DDB_G0272977	DDB0217067	DDB0346806	16-SEP-10
DDB_G0274087	DDB0217456	DDB0346805	16-SEP-10
DDB_G0272873	DDB0202981	DDB0346804	16-SEP-10
DDB_G0271014	DDB0216734	DDB0346803	15-SEP-10
DDB_G0272692	DDB0168914	DDB0346802	15-SEP-10
DDB_G0272508	DDB0168857	DDB0346801	15-SEP-10
DDB_G0272496	DDB0168845	DDB0346800	15-SEP-10
DDB_G0272442	DDB0217008	DDB0346799	15-SEP-10
DDB_G0277519_RTE	DDB0203382	DDB0346798	15-SEP-10
DDB_G0277519_RTE	DDB0203381	DDB0346798	15-SEP-10
DDB_G0272134	DDB0168726	DDB0346797	15-SEP-10
DDB_G0272134	DDB0168725	DDB0346797	15-SEP-10
DDB_G0271926	DDB0203639	DDB0346796	14-SEP-10
DDB_G0271472	DDB0216845	DDB0346795	14-SEP-10
DDB_G0270200	DDB0190874	DDB0346793	14-SEP-10
DDB_G0270116	DDB0216745	DDB0346792	14-SEP-10
DDB_G0270116	DDB0190815	DDB0346792	14-SEP-10
DDB_G0270080	DDB0190791	DDB0346789	14-SEP-10
DDB_G0270078	DDB0190790	DDB0346786	14-SEP-10
DDB_G0270076	DDB0190789	DDB0346784	14-SEP-10
DDB_G0269986	DDB0190716	DDB0346783	14-SEP-10
DDB_G0270980	DDB0216717	DDB0346782	13-SEP-10
DDB_G0270890	DDB0216667	DDB0346781	13-SEP-10
DDB_G0270786	DDB0202019	DDB0346780	13-SEP-10
DDB_G0270774	DDB0202008	DDB0346779	13-SEP-10
DDB_G0270734	DDB0201959	DDB0346778	13-SEP-10
DDB_G0270722	DDB0201938	DDB0346777	13-SEP-10
DDB_G0270690	DDB0201905	DDB0346776	13-SEP-10
DDB_G0270632	DDB0201842	DDB0346775	13-SEP-10
DDB_G0270622	DDB0201825	DDB0346774	13-SEP-10
DDB_G0270606	DDB0201811	DDB0346773	13-SEP-10
DDB_G0270564	DDB0201768	DDB0346771	13-SEP-10
DDB_G0269736	DDB0190513	DDB0346770	13-SEP-10
DDB_G0270524	DDB0201731	DDB0346769	13-SEP-10
DDB_G0270520	DDB0201729	DDB0346768	13-SEP-10
DDB_G0269562	DDB0190358	DDB0346766	13-SEP-10
DDB_G0269540	DDB0190342	DDB0346765	13-SEP-10
DDB_G0269538	DDB0190341	DDB0346764	13-SEP-10
DDB_G0269536	DDB0190340	DDB0346763	13-SEP-10
DDB_G0269534	DDB0190339	DDB0346762	13-SEP-10
DDB_G0270040	DDB0190759	DDB0346759	10-SEP-10
DDB_G0268836	DDB0190072	DDB0346757	10-SEP-10
DDB_G0268808	DDB0190053	DDB0346756	10-SEP-10
DDB_G0268788	DDB0190040	DDB0346755	10-SEP-10
DDB_G0268554	DDB0216570	DDB0346754	10-SEP-10
DDB_G0268134	DDB0189801	DDB0346753	10-SEP-10
DDB_G0267986	DDB0189695	DDB0346752	10-SEP-10
DDB_G0267968	DDB0189683	DDB0346751	10-SEP-10
DDB_G0267858	DDB0189594	DDB0346749	10-SEP-10
DDB_G0267824	DDB0189571	DDB0346748	10-SEP-10
DDB_G0270578	DDB0190402	DDB0346747	09-SEP-10
DDB_G0270578	DDB0201782	DDB0346747	09-SEP-10
DDB_G0269330	DDB0190181	DDB0346745	09-SEP-10
DDB_G0269078	DDB0216627	DDB0346744	09-SEP-10
DDB_G0269018	DDB0202358	DDB0346743	09-SEP-10
DDB_G0268924	DDB0202279	DDB0346742	09-SEP-10
DDB_G0267814	DDB0189566	DDB0346741	09-SEP-10
DDB_G0267800	DDB0189558	DDB0346740	09-SEP-10
DDB_G0267750	DDB0189519	DDB0346739	09-SEP-10
DDB_G0267706	DDB0189482	DDB0346738	09-SEP-10
DDB_G0268922	DDB0202277	DDB0346737	09-SEP-10
DDB_G0267642	DDB0189426	DDB0346736	09-SEP-10
stcA	DDB0189373	DDB0346735	09-SEP-10
DDB_G0267488	DDB0189320	DDB0346734	09-SEP-10
DDB_G0291165	DDB0189287	DDB0346732	09-SEP-10
DDB_G0291167	DDB0189288	DDB0346731	09-SEP-10
DDB_G0290311	DDB0188832	DDB0346730	08-SEP-10
DDB_G0290881	DDB0189131	DDB0346729	08-SEP-10
DDB_G0293980	DDB0219913	DDB0346727	08-SEP-10
DDB_G0293976	DDB0219910	DDB0346726	08-SEP-10
DDB_G0293974	DDB0219909	DDB0346725	08-SEP-10
DDB_G0293950	DDB0192219	DDB0346724	08-SEP-10
DDB_G0293944	DDB0192216	DDB0346723	08-SEP-10
DDB_G0293926	DDB0192203	DDB0346722	08-SEP-10
DDB_G0293922	DDB0192197	DDB0346721	08-SEP-10
DDB_G0293910	DDB0192189	DDB0346720	08-SEP-10
DDB_G0293906	DDB0192184	DDB0346719	08-SEP-10
ptcA	DDB0192177	DDB0346718	08-SEP-10
DDB_G0293868	DDB0192168	DDB0346717	08-SEP-10
DDB_G0293760	DDB0192107	DDB0346716	08-SEP-10
DDB_G0268558	DDB0216575	DDB0346715	07-SEP-10
DDB_G0268552	DDB0216569	DDB0346714	07-SEP-10
DDB_G0293664	DDB0192080	DDB0346713	07-SEP-10
DDB_G0268546	DDB0216566	DDB0346712	07-SEP-10
DDB_G0293640	DDB0192066	DDB0346711	07-SEP-10
DDB_G0293612	DDB0192045	DDB0346710	07-SEP-10
DDB_G0293592	DDB0192029	DDB0346709	07-SEP-10
DDB_G0293562	DDB0192009	DDB0346708	07-SEP-10
DDB_G0268526	DDB0216556	DDB0346707	07-SEP-10
DDB_G0268424	DDB0202213	DDB0346706	07-SEP-10
DDB_G0269044	DDB0216610	DDB0346705	07-SEP-10
DDB_G0269044	DDB0189925	DDB0346705	07-SEP-10
DDB_G0293550	DDB0191999	DDB0346704	07-SEP-10
DDB_G0293548	DDB0191997	DDB0346703	07-SEP-10
DDB_G0293402	DDB0219850	DDB0346702	07-SEP-10
DDB_G0293390	DDB0191913	DDB0346701	07-SEP-10
DDB_G0293370	DDB0191904	DDB0346700	07-SEP-10
DDB_G0293240	DDB0191843	DDB0346699	07-SEP-10
DDB_G0293236	DDB0191840	DDB0346698	07-SEP-10
DDB_G0293206	DDB0191819	DDB0346697	07-SEP-10
DDB_G0293098	DDB0191777	DDB0346696	07-SEP-10
DDB_G0293078	DDB0191764	DDB0346695	07-SEP-10
DDB_G0292874	DDB0191664	DDB0346694	07-SEP-10
DDB_G0292738	DDB0184536	DDB0346693	07-SEP-10
DDB_G0268288	DDB0202086	DDB0346692	07-SEP-10
DDB_G0292722	DDB0219765	DDB0346691	07-SEP-10
DDB_G0292700	DDB0184532	DDB0346690	07-SEP-10
DDB_G0292692	DDB0184528	DDB0346689	07-SEP-10
DDB_G0267522	DDB0189343	DDB0346688	06-SEP-10
DDB_G0267522	DDB0189343	DDB0346687	06-SEP-10
DDB_G0292658	DDB0184508	DDB0346685	03-SEP-10
DDB_G0292656	DDB0184507	DDB0346684	03-SEP-10
DDB_G0292630	DDB0184486	DDB0346682	03-SEP-10
DDB_G0292612	DDB0184475	DDB0346681	03-SEP-10
DDB_G0292590	DDB0184463	DDB0346680	03-SEP-10
DDB_G0292506	DDB0184442	DDB0346679	03-SEP-10
DDB_G0292492	DDB0184432	DDB0346678	03-SEP-10
DDB_G0292482	DDB0184425	DDB0346677	03-SEP-10
DDB_G0292414	DDB0184367	DDB0346676	03-SEP-10
DDB_G0292394	DDB0184356	DDB0346675	03-SEP-10
DDB_G0292284	DDB0184301	DDB0346674	03-SEP-10
DDB_G0292282	DDB0184300	DDB0346673	03-SEP-10
DDB_G0292146	DDB0184258	DDB0346672	03-SEP-10
DDB_G0292138	DDB0184249	DDB0346671	03-SEP-10
DDB_G0292098	DDB0184222	DDB0346670	03-SEP-10
DDB_G0292008	DDB0184158	DDB0346669	03-SEP-10
DDB_G0291874	DDB0184104	DDB0346668	03-SEP-10
DDB_G0291828	DDB0184090	DDB0346667	03-SEP-10
DDB_G0291748	DDB0184047	DDB0346666	03-SEP-10
DDB_G0291722	DDB0184030	DDB0346665	03-SEP-10
DDB_G0290513	DDB0188922	DDB0346664	03-SEP-10
DDB_G0290513	DDB0188921	DDB0346664	03-SEP-10
DDB_G0289537	DDB0219444	DDB0346663	02-SEP-10
DDB_G0291706	DDB0184023	DDB0346662	02-SEP-10
DDB_G0291612	DDB0191588	DDB0346660	02-SEP-10
DDB_G0291558	DDB0183977	DDB0346659	02-SEP-10
DDB_G0293982	DDB0219914	DDB0346658	02-SEP-10
DDB_G0293924	DDB0192199	DDB0346657	02-SEP-10
DDB_G0291546	DDB0183970	DDB0346656	02-SEP-10
DDB_G0291452	DDB0183900	DDB0346655	02-SEP-10
DDB_G0293816	DDB0192141	DDB0346654	02-SEP-10
DDB_G0293814	DDB0192140	DDB0346653	02-SEP-10
DDB_G0291450	DDB0183899	DDB0346652	02-SEP-10
DDB_G0291426	DDB0183885	DDB0346651	02-SEP-10
DDB_G0293798	DDB0192123	DDB0346650	02-SEP-10
DDB_G0293794	DDB0192121	DDB0346649	02-SEP-10
DDB_G0293792	DDB0192120	DDB0346648	02-SEP-10
DDB_G0293660	DDB0192077	DDB0346647	02-SEP-10
DDB_G0291416	DDB0183878	DDB0346646	02-SEP-10
DDB_G0291414	DDB0183877	DDB0346645	02-SEP-10
DDB_G0291410	DDB0183875	DDB0346644	02-SEP-10
DDB_G0291338	DDB0183828	DDB0346643	02-SEP-10
DDB_G0291336	DDB0183827	DDB0346642	02-SEP-10
DDB_G0291334	DDB0183826	DDB0346641	02-SEP-10
DDB_G0291326	DDB0183822	DDB0346640	02-SEP-10
DDB_G0291324	DDB0183821	DDB0346639	02-SEP-10
DDB_G0291289	DDB0183796	DDB0346638	02-SEP-10
DDB_G0291285	DDB0183794	DDB0346637	02-SEP-10
DDB_G0293542	DDB0191987	DDB0346636	01-SEP-10
DDB_G0293328	DDB0191881	DDB0346635	01-SEP-10
DDB_G0293242	DDB0191844	DDB0346634	01-SEP-10
DDB_G0293216	DDB0191827	DDB0346633	01-SEP-10
DDB_G0293132	DDB0191806	DDB0346632	01-SEP-10
DDB_G0293126	DDB0191803	DDB0346631	01-SEP-10
DDB_G0293102	DDB0191783	DDB0346630	01-SEP-10
DDB_G0293060	DDB0191754	DDB0346629	01-SEP-10
DDB_G0292934	DDB0191705	DDB0346628	01-SEP-10
DDB_G0292854	DDB0191648	DDB0346627	01-SEP-10
DDB_G0292754	DDB0184545	DDB0346626	01-SEP-10
DDB_G0292660	DDB0184509	DDB0346625	01-SEP-10
DDB_G0292652	DDB0184503	DDB0346624	01-SEP-10
DDB_G0292644	DDB0184498	DDB0346623	01-SEP-10
DDB_G0292628	DDB0184485	DDB0346622	01-SEP-10
DDB_G0292368	DDB0219738	DDB0346621	01-SEP-10
DDB_G0292246	DDB0184291	DDB0346620	01-SEP-10
DDB_G0292158	DDB0191618	DDB0346619	01-SEP-10
DDB_G0292076	DDB0184207	DDB0346618	01-SEP-10
DDB_G0291798	DDB0184069	DDB0346617	01-SEP-10
tstC	DDB0191600	DDB0346616	01-SEP-10
DDB_G0291071	DDB0219640	DDB0346615	01-SEP-10
DDB_G0291061	DDB0219635	DDB0346614	01-SEP-10
DDB_G0291057	DDB0219632	DDB0346613	01-SEP-10
DDB_G0290993	DDB0189199	DDB0346610	01-SEP-10
DDB_G0290645	DDB0216172	DDB0346609	01-SEP-10
DDB_G0290525	DDB0188932	DDB0346608	01-SEP-10
DDB_G0290503	DDB0188916	DDB0346607	01-SEP-10
DDB_G0290459	DDB0219561	DDB0346606	01-SEP-10
DDB_G0290441	DDB0188906	DDB0346605	01-SEP-10
DDB_G0290335	DDB0188844	DDB0346604	01-SEP-10
DDB_G0290323	DDB0188838	DDB0346603	01-SEP-10
DDB_G0290275	DDB0188800	DDB0346602	01-SEP-10
DDB_G0290249	DDB0219539	DDB0346601	01-SEP-10
DDB_G0290183	DDB0188762	DDB0346600	01-SEP-10
DDB_G0290145	DDB0188746	DDB0346599	01-SEP-10
DDB_G0291530	DDB0183954	DDB0346598	31-AUG-10
DDB_G0291494	DDB0183931	DDB0346597	31-AUG-10
DDB_G0291364	DDB0183845	DDB0346596	31-AUG-10
DDB_G0290863	DDB0189122	DDB0346595	31-AUG-10
DDB_G0290855	DDB0219614	DDB0346594	31-AUG-10
DDB_G0290847	DDB0189114	DDB0346593	31-AUG-10
DDB_G0289965	DDB0219497	DDB0346592	31-AUG-10
DDB_G0289937	DDB0188654	DDB0346590	31-AUG-10
DDB_G0289905	DDB0188628	DDB0346589	31-AUG-10
DDB_G0289903	DDB0188627	DDB0346588	31-AUG-10
DDB_G0289897	DDB0188622	DDB0346587	31-AUG-10
DDB_G0289895	DDB0188621	DDB0346586	31-AUG-10
DDB_G0289889	DDB0188618	DDB0346585	31-AUG-10
DDB_G0289865	DDB0219492	DDB0346584	31-AUG-10
DDB_G0289837	DDB0188607	DDB0346583	31-AUG-10
DDB_G0289687	DDB0188520	DDB0346582	31-AUG-10
DDB_G0290579	DDB0188968	DDB0346579	31-AUG-10
DDB_G0290531	DDB0188936	DDB0346578	31-AUG-10
DDB_G0289545	DDB0219447	DDB0346577	31-AUG-10
DDB_G0289413	DDB0188411	DDB0346576	31-AUG-10
DDB_G0289355	DDB0188379	DDB0346575	31-AUG-10
DDB_G0289287	DDB0188347	DDB0346574	31-AUG-10
DDB_G0289235	DDB0188327	DDB0346571	31-AUG-10
DDB_G0289215	DDB0188313	DDB0346570	31-AUG-10
tlp2	DDB0188299	DDB0346569	31-AUG-10
DDB_G0289133	DDB0188273	DDB0346568	31-AUG-10
DDB_G0290437	DDB0188904	DDB0346567	30-AUG-10
DDB_G0289023	DDB0188216	DDB0346566	30-AUG-10
DDB_G0289009	DDB0188207	DDB0346565	30-AUG-10
DDB_G0289007	DDB0188206	DDB0346564	30-AUG-10
DDB_G0290379	DDB0188858	DDB0346563	30-AUG-10
DDB_G0288981	DDB0188197	DDB0346562	30-AUG-10
DDB_G0288913	DDB0188169	DDB0346561	30-AUG-10
DDB_G0290191	DDB0188771	DDB0346560	30-AUG-10
DDB_G0288905	DDB0188165	DDB0346559	30-AUG-10
DDB_G0288901	DDB0188163	DDB0346558	30-AUG-10
DDB_G0288897	DDB0188160	DDB0346557	30-AUG-10
DDB_G0288695	DDB0188058	DDB0346556	30-AUG-10
DDB_G0288673	DDB0188046	DDB0346555	30-AUG-10
DDB_G0288643	DDB0219365	DDB0346554	30-AUG-10
DDB_G0288625	DDB0188026	DDB0346553	30-AUG-10
DDB_G0288567	DDB0187995	DDB0346552	30-AUG-10
smdA	DDB0187960	DDB0346551	30-AUG-10
DDB_G0288441	DDB0187949	DDB0346550	30-AUG-10
DDB_G0288403	DDB0187926	DDB0346549	30-AUG-10
DDB_G0288395	DDB0187921	DDB0346548	30-AUG-10
DDB_G0288393	DDB0187920	DDB0346547	30-AUG-10
DDB_G0290147	DDB0188747	DDB0346546	27-AUG-10
DDB_G0290093	DDB0188727	DDB0346545	27-AUG-10
DDB_G0288351	DDB0187902	DDB0346544	27-AUG-10
DDB_G0346536	DDB0188557	DDB0346541	26-AUG-10
DDB_G0288263	DDB0187856	DDB0346534	26-AUG-10
DDB_G0288207	DDB0187831	DDB0346533	26-AUG-10
DDB_G0288157	DDB0187806	DDB0346532	26-AUG-10
DDB_G0288111	DDB0219303	DDB0346531	26-AUG-10
ptcB	DDB0187743	DDB0346530	26-AUG-10
DDB_G0287975	DDB0187715	DDB0346529	26-AUG-10
DDB_G0287831	DDB0187664	DDB0346528	26-AUG-10
ptcC	DDB0187627	DDB0346527	26-AUG-10
DDB_G0287753	DDB0187614	DDB0346526	26-AUG-10
DDB_G0287713	DDB0187587	DDB0346525	26-AUG-10
DDB_G0287705	DDB0187580	DDB0346524	26-AUG-10
DDB_G0287675	DDB0219257	DDB0346523	26-AUG-10
DDB_G0287641	DDB0187567	DDB0346522	26-AUG-10
DDB_G0287615	DDB0187550	DDB0346521	26-AUG-10
DDB_G0287611	DDB0187547	DDB0346520	26-AUG-10
DDB_G0287559	DDB0187531	DDB0346519	26-AUG-10
DDB_G0289955	DDB0188668	DDB0346518	26-AUG-10
DDB_G0289957	DDB0188669	DDB0346517	26-AUG-10
DDB_G0289899	DDB0188623	DDB0346516	26-AUG-10
DDB_G0289945	DDB0188662	DDB0346515	26-AUG-10
DDB_G0289767	DDB0188571	DDB0346514	26-AUG-10
DDB_G0289759	DDB0188565	DDB0346513	26-AUG-10
DDB_G0287541	DDB0187521	DDB0309146	25-AUG-10
DDB_G0287535	DDB0187515	DDB0309145	25-AUG-10
DDB_G0287517	DDB0187503	DDB0309144	25-AUG-10
DDB_G0287479	DDB0187490	DDB0309143	25-AUG-10
DDB_G0287387	DDB0187462	DDB0309142	25-AUG-10
DDB_G0287381	DDB0187459	DDB0309141	25-AUG-10
tpp1D	DDB0187440	DDB0309140	25-AUG-10
DDB_G0287343	DDB0187432	DDB0309139	25-AUG-10
DDB_G0287313	DDB0187411	DDB0309138	25-AUG-10
DDB_G0287309	DDB0187409	DDB0309137	25-AUG-10
DDB_G0287305	DDB0187407	DDB0309136	25-AUG-10
DDB_G0287251	DDB0219203	DDB0309135	25-AUG-10
DDB_G0289705	DDB0188531	DDB0309134	23-AUG-10
DDB_G0285271	DDB0186422	DDB0309133	23-AUG-10
DDB_G0289705	DDB0188531	DDB0309126	20-AUG-10
DDB_G0289669	DDB0188508	DDB0309125	20-AUG-10
DDB_G0289629	DDB0188499	DDB0309124	20-AUG-10
DDB_G0289575	DDB0188483	DDB0309123	20-AUG-10
DDB_G0279367	DDB0205745	DDB0309121	20-AUG-10
DDB_G0289385	DDB0219431	DDB0309120	18-AUG-10
DDB_G0289357	DDB0188381	DDB0309119	18-AUG-10
DDB_G0289269	DDB0188341	DDB0309118	18-AUG-10
DDB_G0289267	DDB0188340	DDB0309117	18-AUG-10
DDB_G0289199	DDB0188303	DDB0309116	18-AUG-10
DDB_G0289109	DDB0219409	DDB0309115	18-AUG-10
DDB_G0288969	DDB0219397	DDB0309114	18-AUG-10
DDB_G0288967	DDB0219396	DDB0309113	18-AUG-10
DDB_G0288951	DDB0219388	DDB0309112	18-AUG-10
DDB_G0288925	DDB0188176	DDB0309111	18-AUG-10
DDB_G0287241	DDB0187386	DDB0309106	16-AUG-10
DDB_G0287195	DDB0218898	DDB0309105	16-AUG-10
DDB_G0287067	DDB0187265	DDB0309104	16-AUG-10
DDB_G0286981	DDB0218874	DDB0309103	16-AUG-10
DDB_G0286973	DDB0218870	DDB0309102	16-AUG-10
DDB_G0286939	DDB0187201	DDB0309101	16-AUG-10
DDB_G0286899	DDB0187181	DDB0309100	16-AUG-10
DDB_G0286879	DDB0187171	DDB0309099	16-AUG-10
DDB_G0286697	DDB0187101	DDB0309097	16-AUG-10
DDB_G0286673	DDB0187087	DDB0309096	16-AUG-10
DDB_G0286469	DDB0218813	DDB0309092	13-AUG-10
DDB_G0286405	DDB0186953	DDB0309091	12-AUG-10
badB	DDB0186909	DDB0309090	12-AUG-10
DDB_G0286271	DDB0186894	DDB0309089	12-AUG-10
DDB_G0286267	DDB0186892	DDB0309088	12-AUG-10
DDB_G0286265	DDB0186891	DDB0309087	12-AUG-10
DDB_G0286263	DDB0186890	DDB0309086	12-AUG-10
DDB_G0286235	DDB0186874	DDB0309085	12-AUG-10
tfb1m	DDB0186850	DDB0309084	12-AUG-10
DDB_G0286085	DDB0186809	DDB0309083	12-AUG-10
DDB_G0286067	DDB0186800	DDB0309082	12-AUG-10
DDB_G0285935	DDB0186759	DDB0309081	12-AUG-10
DDB_G0285905	DDB0186741	DDB0309080	12-AUG-10
DDB_G0285831	DDB0186706	DDB0309079	12-AUG-10
DDB_G0285825	DDB0186703	DDB0309078	12-AUG-10
DDB_G0285771	DDB0218735	DDB0309076	12-AUG-10
DDB_G0285743	DDB0218720	DDB0309075	12-AUG-10
DDB_G0285735	DDB0218716	DDB0309074	12-AUG-10
DDB_G0285707	DDB0186669	DDB0309073	12-AUG-10
DDB_G0285675	DDB0186652	DDB0309072	12-AUG-10
DDB_G0285667	DDB0186648	DDB0309068	11-AUG-10
DDB_G0285665	DDB0186647	DDB0309067	11-AUG-10
DDB_G0285653	DDB0186640	DDB0309066	11-AUG-10
DDB_G0285627	DDB0186619	DDB0309065	11-AUG-10
DDB_G0285611	DDB0186608	DDB0309064	11-AUG-10
DDB_G0285577	DDB0186581	DDB0309062	11-AUG-10
DDB_G0285557	DDB0186568	DDB0309061	11-AUG-10
DDB_G0285543	DDB0186558	DDB0309060	11-AUG-10
DDB_G0285531	DDB0186549	DDB0309059	11-AUG-10
DDB_G0285529	DDB0186548	DDB0309058	11-AUG-10
DDB_G0285499	DDB0186533	DDB0309057	11-AUG-10
DDB_G0285473	DDB0186518	DDB0309056	11-AUG-10
DDB_G0285397	DDB0218706	DDB0309052	10-AUG-10
DDB_G0285363	DDB0186472	DDB0309051	10-AUG-10
DDB_G0285347	DDB0186453	DDB0309050	10-AUG-10
DDB_G0285281	DDB0186428	DDB0309049	10-AUG-10
DDB_G0285279	DDB0186426	DDB0309048	10-AUG-10
DDB_G0285185	DDB0186386	DDB0309046	10-AUG-10
DDB_G0285169	DDB0186373	DDB0309045	10-AUG-10
DDB_G0285145	DDB0186369	DDB0309044	10-AUG-10
DDB_G0285135	DDB0186364	DDB0309043	10-AUG-10
DDB_G0285109	DDB0186345	DDB0309042	10-AUG-10
DDB_G0285087	DDB0218670	DDB0309041	10-AUG-10
DDB_G0285059	DDB0218655	DDB0309038	10-AUG-10
DDB_G0284943	DDB0186271	DDB0309037	10-AUG-10
DDB_G0284967	DDB0186285	DDB0309036	10-AUG-10
DDB_G0284657	DDB0186124	DDB0309035	10-AUG-10
DDB_G0284561	DDB0218617	DDB0309034	10-AUG-10
DDB_G0284497	DDB0186035	DDB0309033	10-AUG-10
DDB_G0284477	DDB0186024	DDB0309032	10-AUG-10
DDB_G0284457	DDB0218604	DDB0309031	10-AUG-10
DDB_G0284423	DDB0186007	DDB0309030	10-AUG-10
DDB_G0284247	DDB0185923	DDB0309029	09-AUG-10
DDB_G0284173	DDB0185878	DDB0309028	09-AUG-10
DDB_G0284137	DDB0185874	DDB0309027	09-AUG-10
DDB_G0284087	DDB0185837	DDB0309026	09-AUG-10
DDB_G0284085	DDB0185836	DDB0309025	09-AUG-10
DDB_G0284069	DDB0185817	DDB0309024	09-AUG-10
DDB_G0283977	DDB0185789	DDB0309023	09-AUG-10
DDB_G0283861	DDB0218525	DDB0309022	09-AUG-10
DDB_G0283799	DDB0185681	DDB0309021	09-AUG-10
DDB_G0283775	DDB0185668	DDB0309020	09-AUG-10
DDB_G0283425	DDB0185513	DDB0309019	09-AUG-10
DDB_G0283413	DDB0185493	DDB0309018	09-AUG-10
DDB_G0283407	DDB0185488	DDB0309017	09-AUG-10
DDB_G0283303	DDB0185446	DDB0309016	09-AUG-10
DDB_G0283177	DDB0185396	DDB0309015	09-AUG-10
DDB_G0283171	DDB0185393	DDB0309003	29-JUL-10
DDB_G0283089	DDB0185348	DDB0309002	29-JUL-10
DDB_G0283041	DDB0185345	DDB0309001	29-JUL-10
DDB_G0283039	DDB0185344	DDB0309000	29-JUL-10
DDB_G0283013	DDB0185322	DDB0308999	29-JUL-10
DDB_G0282991	DDB0185304	DDB0308998	29-JUL-10
DDB_G0282977	DDB0185296	DDB0308997	29-JUL-10
DDB_G0282965	DDB0185289	DDB0308996	29-JUL-10
DDB_G0282961	DDB0185286	DDB0308995	29-JUL-10
DDB_G0282939	DDB0185272	DDB0308994	29-JUL-10
DDB_G0282885	DDB0205012	DDB0308993	29-JUL-10
DDB_G0282843	DDB0204985	DDB0308992	29-JUL-10
DDB_G0282565	DDB0204842	DDB0308990	29-JUL-10
DDB_G0282497	DDB0204796	DDB0308989	29-JUL-10
nat5	DDB0202667	DDB0308977	28-JUL-10
nat4	DDB0218891	DDB0308976	28-JUL-10
DDB_G0274757	DDB0203317	DDB0308969	28-JUL-10
DDB_G0289243	DDB0216068	DDB0308893	27-JUL-10
DDB_G0288739	DDB0219373	DDB0308872	26-JUL-10
DDB_G0288739	DDB0219372	DDB0308872	26-JUL-10
DDB_G0288693	DDB0188057	DDB0308871	26-JUL-10
DDB_G0288573	DDB0187998	DDB0308870	26-JUL-10
DDB_G0283695	DDB0185633	DDB0308869	26-JUL-10
DDB_G0276583	DDB0217825	DDB0308868	26-JUL-10
DDB_G0282413	DDB0204220	DDB0308846	23-JUL-10
DDB_G0282251	DDB0205295	DDB0308845	23-JUL-10
DDB_G0282221	DDB0205274	DDB0308844	23-JUL-10
nhe2	DDB0204263	DDB0308800	21-JUL-10
DDB_G0281665	DDB0204595	DDB0308799	21-JUL-10
DDB_G0281635	DDB0204575	DDB0308798	21-JUL-10
DDB_G0281601	DDB0204554	DDB0308797	21-JUL-10
DDB_G0281541	DDB0218317	DDB0308796	21-JUL-10
DDB_G0281465	DDB0205602	DDB0308795	21-JUL-10
DDB_G0281423	DDB0205571	DDB0308794	21-JUL-10
DDB_G0281421	DDB0205570	DDB0308793	21-JUL-10
DDB_G0281285	DDB0204130	DDB0308788	20-JUL-10
DDB_G0281227	DDB0204093	DDB0308787	20-JUL-10
DDB_G0281223	DDB0204091	DDB0308786	20-JUL-10
DDB_G0281121	DDB0204027	DDB0308784	20-JUL-10
DDB_G0281117	DDB0204025	DDB0308783	20-JUL-10
DDB_G0280903	DDB0215246	DDB0308765	20-JUL-10
DDB_G0280875	DDB0215227	DDB0308764	20-JUL-10
DDB_G0280841	DDB0218263	DDB0308763	20-JUL-10
DDB_G0280573	DDB0206050	DDB0308762	20-JUL-10
DDB_G0280509	DDB0205246	DDB0308761	20-JUL-10
DDB_G0280487	DDB0205231	DDB0308760	20-JUL-10
DDB_G0280463	DDB0205216	DDB0308759	20-JUL-10
DDB_G0288987	DDB0188200	DDB0308757	19-JUL-10
DDB_G0290803	DDB0189094	DDB0308756	19-JUL-10
DDB_G0290305	DDB0188829	DDB0308755	19-JUL-10
DDB_G0289933	DDB0188652	DDB0308754	19-JUL-10
DDB_G0289787	DDB0216125	DDB0308753	19-JUL-10
DDB_G0289163	DDB0188290	DDB0308752	19-JUL-10
DDB_G0288593	DDB0188012	DDB0308751	19-JUL-10
DDB_G0280429	DDB0205194	DDB0308750	19-JUL-10
DDB_G0280349	DDB0206534	DDB0308749	19-JUL-10
DDB_G0280289	DDB0206493	DDB0308748	19-JUL-10
DDB_G0280287	DDB0206492	DDB0308747	19-JUL-10
DDB_G0280129	DDB0206395	DDB0308746	19-JUL-10
DDB_G0280123	DDB0206392	DDB0308745	19-JUL-10
DDB_G0280075	DDB0206360	DDB0308744	19-JUL-10
DDB_G0279969	DDB0205899	DDB0308743	19-JUL-10
DDB_G0279805	DDB0206297	DDB0308742	19-JUL-10
DDB_G0279767	DDB0206023	DDB0308741	19-JUL-10
