Gene Name	Prediction ID	Curated Model ID	Date Curated Model Created
DDB_G0284737	DDB0186160	DDB0305814	18-JAN-10
DDB_G0290443	DDB0216161	DDB0305803	17-JAN-10
DDB_G0290427	DDB0188899	DDB0305802	15-JAN-10
DDB_G0281917	DDB0204287	DDB0305801	15-JAN-10
DDB_G0281911	DDB0204283	DDB0305800	15-JAN-10
DDB_G0281909	DDB0204282	DDB0305799	15-JAN-10
DDB_G0284199	DDB0185889	DDB0305798	15-JAN-10
DDB_G0284315	DDB0218591	DDB0305797	15-JAN-10
DDB_G0284693	DDB0186146	DDB0305796	15-JAN-10
DDB_G0283845	DDB0185724	DDB0305795	14-JAN-10
DDB_G0283783	DDB0185672	DDB0305794	14-JAN-10
ei24	DDB0185926	DDB0305789	14-JAN-10
DDB_G0283829	DDB0185713	DDB0305788	14-JAN-10
DDB_G0283731	DDB0185654	DDB0305787	14-JAN-10
urm1	DDB0185658	DDB0305786	14-JAN-10
DDB_G0283505	DDB0218494	DDB0305785	13-JAN-10
DDB_G0272342	DDB0206576	DDB0305784	13-JAN-10
DDB_G0291896	DDB0184122	DDB0305783	13-JAN-10
elg1	DDB0204281	DDB0305782	13-JAN-10
ndm	DDB0216970	DDB0305781	13-JAN-10
mrpl51	DDB0185423	DDB0305780	12-JAN-10
DDB_G0283509	DDB0218496	DDB0305779	12-JAN-10
DDB_G0283513	DDB0218498	DDB0305778	12-JAN-10
treh	DDB0185541	DDB0305777	12-JAN-10
DDB_G0283061	DDB0218427	DDB0305776	12-JAN-10
DDB_G0282603	DDB0204862	DDB0305775	11-JAN-10
DDB_G0282609	DDB0204866	DDB0305774	11-JAN-10
DDB_G0282571	DDB0204845	DDB0305773	11-JAN-10
DDB_G0282583	DDB0204852	DDB0305772	11-JAN-10
DDB_G0282021	DDB0205091	DDB0305770	11-JAN-10
DDB_G0287959	DDB0187709	DDB0305767	08-JAN-10
mut	DDB0187533	DDB0305766	08-JAN-10
DDB_G0281913	DDB0204284	DDB0305765	08-JAN-10
bloc1s5	DDB0204251	DDB0305764	08-JAN-10
DDB_G0281819	DDB0218332	DDB0305763	07-JAN-10
DDB_G0281837	DDB0204238	DDB0305762	07-JAN-10
DDB_G0281489	DDB0205621	DDB0305761	07-JAN-10
DDB_G0285545	DDB0186559	DDB0305760	06-JAN-10
DDB_G0283653	DDB0185606	DDB0305759	06-JAN-10
DDB_G0281309	DDB0218284	DDB0305758	06-JAN-10
DDB_G0280919	DDB0215256	DDB0305757	06-JAN-10
DDB_G0280923	DDB0215258	DDB0305756	06-JAN-10
DDB_G0280885	DDB0215232	DDB0305755	06-JAN-10
DDB_G0280805	DDB0204743	DDB0305754	06-JAN-10
DDB_G0280783	DDB0204729	DDB0305753	05-JAN-10
DDB_G0283651	DDB0185605	DDB0305752	05-JAN-10
npcB	DDB0202935	DDB0305751	05-JAN-10
fatA	DDB0188248	DDB0305750	05-JAN-10
ndufb7	DDB0206064	DDB0305749	05-JAN-10
ndufaf5	DDB0187624	DDB0305748	05-JAN-10
DDB_G0280465	DDB0205217	DDB0305747	05-JAN-10
DDB_G0280415	DDB0205187	DDB0305746	05-JAN-10
DDB_G0280453	DDB0205209	DDB0305745	05-JAN-10
DDB_G0293574	DDB0192015	DDB0305744	05-JAN-10
suox	DDB0206266	DDB0305743	04-JAN-10
DDB_G0280411	DDB0205185	DDB0305742	04-JAN-10
DDB_G0270186	DDB0190866	DDB0305741	04-JAN-10
DDB_G0293424	DDB0191930	DDB0305739	04-JAN-10
DDB_G0293418	DDB0191925	DDB0305738	04-JAN-10
DDB_G0293410	DDB0219851	DDB0305737	04-JAN-10
DDB_G0280371	DDB0218222	DDB0305730	29-DEC-09
DDB_G0280271	DDB0206482	DDB0305729	29-DEC-09
DDB_G0280251	DDB0206469	DDB0305728	29-DEC-09
DDB_G0280103	DDB0206378	DDB0305727	29-DEC-09
DDB_G0280091	DDB0206370	DDB0305726	29-DEC-09
DDB_G0280373	DDB0218223	DDB0305725	28-DEC-09
DDB_G0280019	DDB0218211	DDB0305724	28-DEC-09
DDB_G0289285	DDB0188346	DDB0305723	28-DEC-09
DDB_G0279467	DDB0205783	DDB0305722	28-DEC-09
drg1	DDB0188361	DDB0305721	28-DEC-09
drg2	DDB0205772	DDB0305720	28-DEC-09
DDB_G0289421	DDB0188417	DDB0305715	23-DEC-09
DDB_G0279291	DDB0205702	DDB0305712	23-DEC-09
talA	DDB0219577	DDB0305711	23-DEC-09
DDB_G0279139	DDB0204688	DDB0305710	23-DEC-09
dsd	DDB0215298	DDB0305709	22-DEC-09
uduH	DDB0169007	DDB0305704	22-DEC-09
uduH	DDB0169008	DDB0305704	22-DEC-09
DDB_G0278577	DDB0205548	DDB0305703	22-DEC-09
DDB_G0278751	DDB0206170	DDB0305702	22-DEC-09
DDB_G0278695	DDB0218108	DDB0305701	22-DEC-09
DDB_G0278505	DDB0205497	DDB0305700	22-DEC-09
DDB_G0278459	DDB0205467	DDB0305699	21-DEC-09
uduG	DDB0187209	DDB0305698	21-DEC-09
uduE	DDB0217907	DDB0305697	21-DEC-09
DDB_G0288001	DDB0187729	DDB0305696	21-DEC-09
DDB_G0278427	DDB0205448	DDB0305695	21-DEC-09
immp	DDB0215647	DDB0305694	21-DEC-09
DDB_G0276205	DDB0203511	DDB0305693	21-DEC-09
DDB_G0278415	DDB0205442	DDB0305692	21-DEC-09
DDB_G0293930	DDB0192205	DDB0305671	18-DEC-09
DDB_G0279939	DDB0205873	DDB0305670	17-DEC-09
DDB_G0279687	DDB0205987	DDB0305669	17-DEC-09
DDB_G0291674	DDB0219675	DDB0305668	17-DEC-09
DDB_G0279545	DDB0205838	DDB0305667	17-DEC-09
DDB_G0293382	DDB0219777	DDB0305666	17-DEC-09
DDB_G0293330	DDB0191883	DDB0305665	17-DEC-09
DDB_G0293112	DDB0191788	DDB0305664	16-DEC-09
DDB_G0291676	DDB0219676	DDB0305663	16-DEC-09
DDB_G0287793	DDB0187641	DDB0305662	16-DEC-09
DDB_G0293122	DDB0191799	DDB0305661	16-DEC-09
DDB_G0293074	DDB0191762	DDB0305660	16-DEC-09
DDB_G0273033	DDB0217098	DDB0305659	15-DEC-09
DDB_G0274041	DDB0217433	DDB0305658	15-DEC-09
DDB_G0267992	DDB0189698	DDB0305657	15-DEC-09
ppp5C	DDB0185382	DDB0305656	15-DEC-09
DDB_G0293028	DDB0191725	DDB0305655	15-DEC-09
DDB_G0269498	DDB0190305	DDB0305654	15-DEC-09
rchy	DDB0204548	DDB0305653	15-DEC-09
DDB_G0293048	DDB0191746	DDB0305652	15-DEC-09
DDB_G0267492	DDB0189322	DDB0305651	15-DEC-09
DDB_G0293062	DDB0191755	DDB0305650	15-DEC-09
DDB_G0287077	DDB0187271	DDB0305649	15-DEC-09
wshA	DDB0191666	DDB0305648	15-DEC-09
DDB_G0292710	DDB0215524	DDB0305647	15-DEC-09
DDB_G0292610	DDB0184474	DDB0305646	14-DEC-09
DDB_G0290409	DDB0188874	DDB0305645	14-DEC-09
DDB_G0293014	DDB0191714	DDB0305644	14-DEC-09
DDB_G0292476	DDB0184421	DDB0305643	14-DEC-09
DDB_G0292012	DDB0184160	DDB0305642	14-DEC-09
espl1	DDB0188839	DDB0305629	11-DEC-09
DDB_G0291948	DDB0215476	DDB0305628	11-DEC-09
DDB_G0291366	DDB0183846	DDB0305627	11-DEC-09
DDB_G0291055	DDB0219631	DDB0305626	11-DEC-09
timm22	DDB0218527	DDB0305625	10-DEC-09
timm23	DDB0187006	DDB0305624	10-DEC-09
DDB_G0289695	DDB0188525	DDB0305623	10-DEC-09
DDB_G0286539	DDB0187005	DDB0305622	10-DEC-09
DDB_G0285917	DDB0186747	DDB0305621	10-DEC-09
DDB_G0290371	DDB0219552	DDB0305620	09-DEC-09
DDB_G0290341	DDB0188848	DDB0305619	09-DEC-09
DDB_G0290031	DDB0188692	DDB0305618	09-DEC-09
DDB_G0290025	DDB0188688	DDB0305617	09-DEC-09
DDB_G0289733	DDB0188548	DDB0305616	09-DEC-09
DDB_G0289671	DDB0188509	DDB0305615	08-DEC-09
DDB_G0281915	DDB0204285	DDB0305612	08-DEC-09
DDB_G0279783	DDB0206031	DDB0305611	08-DEC-09
DDB_G0289167	DDB0188292	DDB0305610	08-DEC-09
DDB_G0286849	DDB0187155	DDB0305609	08-DEC-09
DDB_G0284277	DDB0185943	DDB0305608	08-DEC-09
DDB_G0283935	DDB0185760	DDB0305607	08-DEC-09
DDB_G0289259	DDB0188337	DDB0305606	08-DEC-09
DDB_G0289011	DDB0188208	DDB0305605	07-DEC-09
DDB_G0281417	DDB0205568	DDB0305604	07-DEC-09
DDB_G0288429	DDB0187942	DDB0305603	07-DEC-09
DDB_G0288291	DDB0187876	DDB0305602	07-DEC-09
DDB_G0288153	DDB0187804	DDB0305601	07-DEC-09
DDB_G0287851	DDB0187681	DDB0305600	07-DEC-09
DDB_G0287763	DDB0187619	DDB0305599	07-DEC-09
DDB_G0272014	DDB0168619	DDB0305585	04-DEC-09
ncapH2	DDB0184121	DDB0305584	04-DEC-09
DDB_G0287711	DDB0187583	DDB0305583	04-DEC-09
DDB_G0287017	DDB0187238	DDB0305581	03-DEC-09
DDB_G0286871	DDB0187167	DDB0305580	03-DEC-09
DDB_G0284919	DDB0186258	DDB0305579	03-DEC-09
DDB_G0288917	DDB0188171	DDB0305578	03-DEC-09
DDB_G0287151	DDB0187306	DDB0305577	03-DEC-09
DDB_G0286575	DDB0187015	DDB0305576	03-DEC-09
DDB_G0285919	DDB0186748	DDB0305575	03-DEC-09
DDB_G0285813	DDB0186696	DDB0305574	02-DEC-09
ncapG2	DDB0188128	DDB0305573	02-DEC-09
DDB_G0285803	DDB0186690	DDB0305572	02-DEC-09
DDB_G0282179	DDB0205176	DDB0305571	02-DEC-09
DDB_G0282177	DDB0205175	DDB0305567	02-DEC-09
DDB_G0287185	DDB0215771	DDB0305566	02-DEC-09
DDB_G0279907	DDB0218203	DDB0305563	02-DEC-09
DDB_G0270454	DDB0191075	DDB0305562	01-DEC-09
DDB_G0278295	DDB0205354	DDB0305561	01-DEC-09
ncapH	DDB0184202	DDB0305560	01-DEC-09
DDB_G0282109	DDB0205137	DDB0305559	01-DEC-09
DDB_G0285639	DDB0186632	DDB0305558	01-DEC-09
D2B	DDB0169005	DDB0305557	01-DEC-09
DDB_G0285555	DDB0186566	DDB0305556	01-DEC-09
DDB_G0275145	DDB0167500	DDB0305555	30-NOV-09
slc35b4	DDB0167452	DDB0305554	30-NOV-09
DDB_G0285489	DDB0186528	DDB0305543	25-NOV-09
DDB_G0285471	DDB0186517	DDB0305542	25-NOV-09
DDB_G0305538	DDB0218000	DDB0305536	24-NOV-09
DDB_G0277661	DDB0218003	DDB0305535	24-NOV-09
DDB_G0277659	DDB0218002	DDB0305534	24-NOV-09
mmm1	DDB0186749	DDB0305533	24-NOV-09
DDB_G0277653	DDB0217999	DDB0305531	24-NOV-09
DDB_G0277657	DDB0218001	DDB0305530	24-NOV-09
mdm12	DDB0205341	DDB0305529	24-NOV-09
DDB_G0278113	DDB0204430	DDB0305528	24-NOV-09
DDB_G0277775	DDB0203448	DDB0305527	24-NOV-09
DDB_G0277761	DDB0169400	DDB0305526	23-NOV-09
DDB_G0277585	DDB0169302	DDB0305524	23-NOV-09
DDB_G0277471	DDB0169267	DDB0305522	23-NOV-09
DDB_G0277619	DDB0203406	DDB0305518	23-NOV-09
DDB_G0287319	DDB0187416	DDB0305517	23-NOV-09
DDB_G0277007	DDB0217856	DDB0305516	23-NOV-09
DDB_G0290175	DDB0188758	DDB0305505	20-NOV-09
DDB_G0290167	DDB0188754	DDB0305504	20-NOV-09
DDB_G0288585	DDB0188006	DDB0305503	20-NOV-09
DDB_G0288579	DDB0188003	DDB0305502	20-NOV-09
DDB_G0288577	DDB0188002	DDB0305501	20-NOV-09
DDB_G0276231	DDB0217757	DDB0305500	20-NOV-09
DDB_G0277149	DDB0169127	DDB0305499	20-NOV-09
DDB_G0276881	DDB0169043	DDB0305498	20-NOV-09
DDB_G0276815	DDB0168265	DDB0305497	20-NOV-09
DDB_G0276783	DDB0168296	DDB0305496	20-NOV-09
DDB_G0276725	DDB0202911	DDB0305495	20-NOV-09
DDB_G0277645	DDB0217995	DDB0305493	19-NOV-09
DDB_G0277639	DDB0217992	DDB0305492	19-NOV-09
DDB_G0276243	DDB0217764	DDB0305491	19-NOV-09
DDB_G0277643	DDB0217994	DDB0305490	19-NOV-09
DDB_G0287511	DDB0187498	DDB0305489	19-NOV-09
DDB_G0280825	DDB0204747	DDB0305488	19-NOV-09
DDB_G0287651	DDB0219245	DDB0305487	19-NOV-09
DDB_G0275513	DDB0167183	DDB0305486	19-NOV-09
DDB_G0276625	DDB0202972	DDB0305485	19-NOV-09
DDB_G0276567	DDB0217816	DDB0305484	19-NOV-09
DDB_G0276489	DDB0203841	DDB0305483	19-NOV-09
DDB_G0285517	DDB0186542	DDB0305482	18-NOV-09
DDB_G0285469	DDB0186515	DDB0305481	18-NOV-09
DDB_G0276551	DDB0217807	DDB0305480	18-NOV-09
DDB_G0285487	DDB0186527	DDB0305479	18-NOV-09
DDB_G0285485	DDB0186526	DDB0305478	18-NOV-09
DDB_G0275933	DDB0217731	DDB0305477	18-NOV-09
DDB_G0284627	DDB0186107	DDB0305476	18-NOV-09
DDB_G0274345	DDB0167883	DDB0305475	18-NOV-09
DDB_G0291538	DDB0183965	DDB0305474	18-NOV-09
DDB_G0275507	DDB0167177	DDB0305473	18-NOV-09
DDB_G0275913	DDB0217720	DDB0305472	18-NOV-09
DDB_G0275847	DDB0217685	DDB0305471	17-NOV-09
DDB_G0275667	DDB0167251	DDB0305470	17-NOV-09
DDB_G0279271	DDB0205691	DDB0305469	17-NOV-09
DDB_G0270694	DDB0201908	DDB0305468	17-NOV-09
DDB_G0279259	DDB0205682	DDB0305467	17-NOV-09
DDB_G0275593	DDB0167318	DDB0305466	17-NOV-09
DDB_G0275367	DDB0202579	DDB0305461	17-NOV-09
DDB_G0275381	DDB0202595	DDB0305460	17-NOV-09
DDB_G0289251	DDB0188333	DDB0305459	17-NOV-09
DDB_G0275351	DDB0202563	DDB0305458	17-NOV-09
DDB_G0287731	DDB0187597	DDB0305457	16-NOV-09
DDB_G0284793	DDB0186196	DDB0305456	16-NOV-09
DDB_G0286299	DDB0186915	DDB0305455	16-NOV-09
DDB_G0289891	DDB0188619	DDB0305454	16-NOV-09
DDB_G0289341	DDB0188371	DDB0305453	16-NOV-09
DDB_G0275243	DDB0217601	DDB0305452	16-NOV-09
DDB_G0275081	DDB0167437	DDB0305451	16-NOV-09
DDB_G0267842	DDB0189586	DDB0305443	13-NOV-09
DDB_G0291732	DDB0184035	DDB0305442	13-NOV-09
DDB_G0274161	DDB0167534	DDB0305441	13-NOV-09
DDB_G0275053	DDB0167407	DDB0305440	13-NOV-09
DDB_G0275025	DDB0167375	DDB0305439	13-NOV-09
nuf2	DDB0205843	DDB0305437	12-NOV-09
dduC	DDB0184470	DDB0305436	12-NOV-09
dduB	DDB0202794	DDB0305435	12-NOV-09
hgsB	DDB0217522	DDB0305434	12-NOV-09
cprH	DDB0205428	DDB0305433	12-NOV-09
DDB_G0280601	DDB0206067	DDB0305432	11-NOV-09
rliD	DDB0206068	DDB0305431	11-NOV-09
DDB_G0274663	DDB0203213	DDB0305430	10-NOV-09
DDB_G0274339	DDB0167887	DDB0305429	10-NOV-09
fhit	DDB0167807	DDB0305428	10-NOV-09
DDB_G0273815	DDB0217321	DDB0305427	10-NOV-09
DDB_G0273095	DDB0168066	DDB0305425	10-NOV-09
ssu72	DDB0202722	DDB0305424	10-NOV-09
cosA	DDB0202716	DDB0305423	10-NOV-09
DDB_G0272708	DDB0168893	DDB0305422	09-NOV-09
DDB_G0276433	DDB0167068	DDB0305421	09-NOV-09
DDB_G0292928	DDB0191701	DDB0305420	09-NOV-09
hsbp1-2	DDB0217419	DDB0305417	09-NOV-09
hsbp1-1	DDB0167979	DDB0305416	09-NOV-09
iliQ	DDB0191700	DDB0305415	09-NOV-09
DDB_G0273999	DDB0217412	DDB0305414	09-NOV-09
DDB_G0272580	DDB0167985	DDB0305413	09-NOV-09
mapksp1	DDB0217502	DDB0305401	06-NOV-09
DDB_G0272128	DDB0168688	DDB0305400	06-NOV-09
DDB_G0286659	DDB0187078	DDB0305399	06-NOV-09
DDB_G0286657	DDB0187077	DDB0305398	06-NOV-09
DDB_G0286661	DDB0187079	DDB0305397	06-NOV-09
tert	DDB0192195	DDB0305396	05-NOV-09
nhej1	DDB0186192	DDB0305395	05-NOV-09
DDB_G0272773	DDB0168972	DDB0305394	05-NOV-09
DDB_G0284765	DDB0186178	DDB0305393	05-NOV-09
DDB_G0287847	DDB0187676	DDB0305392	05-NOV-09
iliP	DDB0205997	DDB0305391	05-NOV-09
rif1	DDB0219281	DDB0305390	05-NOV-09
DDB_G0271968	DDB0168584	DDB0305389	05-NOV-09
DDB_G0271910	DDB0168553	DDB0305388	05-NOV-09
DDB_G0271866	DDB0168543	DDB0305387	04-NOV-09
rtaA	DDB0168536	DDB0305386	04-NOV-09
cniB	DDB0206032	DDB0305385	03-NOV-09
ipkA1	DDB0203614	DDB0305384	03-NOV-09
fmoE	DDB0188651	DDB0305383	02-NOV-09
fmoF	DDB0188649	DDB0305382	02-NOV-09
fmoA	DDB0188580	DDB0305381	02-NOV-09
iliO	DDB0183949	DDB0305376	29-OCT-09
iliK	DDB0218082	DDB0305375	29-OCT-09
iliM	DDB0184335	DDB0305374	29-OCT-09
DDB_G0277325	DDB0217937	DDB0305370	28-OCT-09
fmoD	DDB0188650	DDB0305365	28-OCT-09
fmoC	DDB0188487	DDB0305364	28-OCT-09
fmoB	DDB0216893	DDB0305363	28-OCT-09
dcc1	DDB0216809	DDB0305362	28-OCT-09
DDB_G0271396	DDB0216807	DDB0305361	27-OCT-09
DDB_G0271356	DDB0216787	DDB0305360	27-OCT-09
DDB_G0271066	DDB0216761	DDB0305359	27-OCT-09
nif3	DDB0216648	DDB0305355	26-OCT-09
cniA	DDB0201912	DDB0305351	23-OCT-09
DDB_G0289211	DDB0188311	DDB0305350	23-OCT-09
iliJ	DDB0186786	DDB0305349	23-OCT-09
DDB_G0292494	DDB0184434	DDB0305348	23-OCT-09
tsnax	DDB0218639	DDB0305347	22-OCT-09
tsn	DDB0191014	DDB0305346	22-OCT-09
DDB_G0270378	DDB0191011	DDB0305345	22-OCT-09
crip	DDB0190960	DDB0305344	21-OCT-09
iliF	DDB0206453	DDB0305343	21-OCT-09
fncD2	DDB0189872	DDB0305342	21-OCT-09
DDB_G0267904	DDB0189629	DDB0305341	21-OCT-09
DDB_G0270118	DDB0190820	DDB0305340	21-OCT-09
DDB_G0293678	DDB0192088	DDB0305339	21-OCT-09
hspH2	DDB0192086	DDB0305338	21-OCT-09
DDB_G0269994	DDB0190724	DDB0305337	20-OCT-09
DDB_G0269982	DDB0190714	DDB0305336	20-OCT-09
iliE-2	DDB0217371	DDB0305335	20-OCT-09
iliE-1	DDB0168026	DDB0305334	20-OCT-09
DDB_G0269968	DDB0190705	DDB0305333	20-OCT-09
DDB_G0269942	DDB0190688	DDB0305332	20-OCT-09
DDB_G0269908	DDB0190661	DDB0305331	20-OCT-09
DDB_G0269890	DDB0190649	DDB0305330	19-OCT-09
DDB_G0270086	DDB0190794	DDB0305329	19-OCT-09
DDB_G0269882	DDB0190641	DDB0305328	19-OCT-09
iliD	DDB0187589	DDB0305327	19-OCT-09
DDB_G0269860	DDB0190623	DDB0305326	19-OCT-09
agpA	DDB0190609	DDB0305322	16-OCT-09
iliC	DDB0216762	DDB0305321	16-OCT-09
DDB_G0270942	DDB0216698	DDB0305320	16-OCT-09
DDB_G0269766	DDB0190538	DDB0305319	16-OCT-09
pggt1b	DDB0190505	DDB0305318	16-OCT-09
iliB	DDB0185999	DDB0305317	16-OCT-09
DDB_G0269722	DDB0190502	DDB0305316	15-OCT-09
slc35b2	DDB0190395	DDB0305315	15-OCT-09
limG	DDB0190347	DDB0305314	15-OCT-09
dspA	DDB0190237	DDB0305313	14-OCT-09
DDB_G0273547	DDB0217188	DDB0305310	13-OCT-09
DDB_G0273417	DDB0168191	DDB0305309	13-OCT-09
DDB_G0268118	DDB0189786	DDB0305308	13-OCT-09
DDB_G0292626	DDB0184484	DDB0305307	13-OCT-09
ola1	DDB0190011	DDB0305306	13-OCT-09
copD	DDB0189960	DDB0305305	13-OCT-09
slc4	DDB0191048	DDB0305304	13-OCT-09
DDB_G0293250	DDB0191850	DDB0305302	12-OCT-09
DDB_G0268406	DDB0202196	DDB0305301	12-OCT-09
DDB_G0293252	DDB0191851	DDB0305300	12-OCT-09
DDB_G0268220	DDB0189874	DDB0305299	12-OCT-09
DDB_G0268166	DDB0189827	DDB0305298	12-OCT-09
DDB_G0284175	DDB0185879	DDB0305296	09-OCT-09
DDB_G0292902	DDB0191683	DDB0305295	09-OCT-09
DDB_G0268560	DDB0216576	DDB0305294	09-OCT-09
DDB_G0269402	DDB0190236	DDB0305293	08-OCT-09
DDB_G0286083	DDB0186808	DDB0305292	08-OCT-09
DDB_G0276813	DDB0168266	DDB0305291	08-OCT-09
DDB_G0268116	DDB0189785	DDB0305290	07-OCT-09
nop58	DDB0189774	DDB0305289	07-OCT-09
DDB_G0268092	DDB0189771	DDB0305288	06-OCT-09
DDB_G0267880	DDB0189615	DDB0305287	06-OCT-09
DDB_G0267852	DDB0189591	DDB0305286	05-OCT-09
DDB_G0287085	DDB0187275	DDB0305285	05-OCT-09
DDB_G0267698	DDB0189472	DDB0305284	05-OCT-09
msrB	DDB0189260	DDB0305282	01-OCT-09
DDB_G0267610	DDB0189402	DDB0305278	30-SEP-09
DDB_G0267510	DDB0189337	DDB0305277	30-SEP-09
pgpep	DDB0189325	DDB0305276	30-SEP-09
DDB_G0267486	DDB0189319	DDB0305275	29-SEP-09
DDB_G0268042	DDB0189735	DDB0305274	29-SEP-09
DDB_G0272016	DDB0168620	DDB0305271	28-SEP-09
msrA	DDB0217823	DDB0305270	28-SEP-09
DDB_G0287815	DDB0187656	DDB0305265	22-SEP-09
DDB_G0269800	DDB0190573	DDB0305264	21-SEP-09
mtpn	DDB0189733	DDB0305263	21-SEP-09
l2hgdh	DDB0189439	DDB0305262	21-SEP-09
DDB_G0267574	DDB0189383	DDB0305244	18-SEP-09
DDB_G0286691	DDB0187098	DDB0305243	18-SEP-09
DDB_G0267512	DDB0189338	DDB0305242	17-SEP-09
DDB_G0267504	DDB0189332	DDB0305241	17-SEP-09
copZb	DDB0191768	DDB0305237	09-SEP-09
DDB_G0274537	DDB0167752	DDB0305236	08-SEP-09
DDB_G0269082	DDB0216629	DDB0305231	04-SEP-09
DDB_G0274539	DDB0167754	DDB0305230	04-SEP-09
wfdc	DDB0203247	DDB0305229	03-SEP-09
DDB_G0274549	DDB0167780	DDB0305228	03-SEP-09
DDB_G0274847	DDB0217510	DDB0305227	03-SEP-09
DDB_G0269572	DDB0190370	DDB0305226	02-SEP-09
DDB_G0269566	DDB0190364	DDB0305225	01-SEP-09
DDB_G0269564	DDB0190363	DDB0305224	01-SEP-09
DDB_G0269560	DDB0190357	DDB0305223	01-SEP-09
lsmd1	DDB0190351	DDB0305222	01-SEP-09
samm50	DDB0190348	DDB0305221	01-SEP-09
DDB_G0293404	DDB0191921	DDB0305182	30-JUL-09
DDB_G0269500	DDB0190307	DDB0305177	29-JUL-09
DDB_G0269466	DDB0190284	DDB0305176	29-JUL-09
DDB_G0292894	DDB0191677	DDB0305175	29-JUL-09
arpin	DDB0189209	DDB0305174	29-JUL-09
arv1	DDB0188786	DDB0305173	29-JUL-09
ccdc124	DDB0188620	DDB0305172	29-JUL-09
sdhaf1B	DDB0202050	DDB0305171	29-JUL-09
sdhaf1A	DDB0188439	DDB0305170	29-JUL-09
DDB_G0288991	DDB0188202	DDB0305169	29-JUL-09
nipsnap	DDB0188201	DDB0305168	29-JUL-09
DDB_G0269432	DDB0190259	DDB0305167	28-JUL-09
DDB_G0269430	DDB0190258	DDB0305166	28-JUL-09
DDB_G0270864	DDB0216653	DDB0305165	28-JUL-09
cox19	DDB0188164	DDB0305164	28-JUL-09
rad52	DDB0190238	DDB0305163	28-JUL-09
DDB_G0269400	DDB0190235	DDB0305162	28-JUL-09
cox17	DDB0188134	DDB0305161	28-JUL-09
ldhd	DDB0202037	DDB0305160	27-JUL-09
fuk	DDB0190464	DDB0305159	27-JUL-09
d2hgdh	DDB0201710	DDB0305158	27-JUL-09
DDB_G0270858	DDB0216650	DDB0305157	27-JUL-09
DDB_G0286401	DDB0186950	DDB0305156	27-JUL-09
ger	DDB0190865	DDB0305155	27-JUL-09
DDB_G0288589	DDB0188009	DDB0305148	23-JUL-09
DDB_G0287617	DDB0187553	DDB0305147	23-JUL-09
DDB_G0286833	DDB0187147	DDB0305146	23-JUL-09
fam18A	DDB0217778	DDB0305145	23-JUL-09
fam18B	DDB0187105	DDB0305144	23-JUL-09
DDB_G0286581	DDB0187018	DDB0305142	22-JUL-09
hacl1	DDB0184361	DDB0305141	22-JUL-09
DDB_G0271840	DDB0216927	DDB0305140	22-JUL-09
DDB_G0271742	DDB0168523	DDB0305139	22-JUL-09
DDB_G0286393	DDB0186946	DDB0305138	21-JUL-09
DDB_G0286463	DDB0218810	DDB0305137	21-JUL-09
DDB_G0286347	DDB0218807	DDB0305136	21-JUL-09
nxf	DDB0215887	DDB0305135	21-JUL-09
nxf	DDB0186962	DDB0305135	21-JUL-09
DDB_G0286289	DDB0186907	DDB0305134	20-JUL-09
DDB_G0286287	DDB0186906	DDB0305133	20-JUL-09
DDB_G0293278	DDB0215562	DDB0305132	20-JUL-09
DDB_G0291261	DDB0183779	DDB0305131	20-JUL-09
DDB_G0286259	DDB0186888	DDB0305130	20-JUL-09
DDB_G0286943	DDB0187203	DDB0305129	20-JUL-09
DDB_G0276161	DDB0169533	DDB0305128	20-JUL-09
DDB_G0277499	DDB0169216	DDB0305127	20-JUL-09
DDB_G0286243	DDB0186879	DDB0305126	20-JUL-09
DDB_G0280305	DDB0206501	DDB0305125	20-JUL-09
DDB_G0292256	DDB0191628	DDB0305124	20-JUL-09
ase1B	DDB0185900	DDB0305121	16-JUL-09
ase1A	DDB0206468	DDB0305120	16-JUL-09
DDB_G0272777	DDB0168975	DDB0305119	16-JUL-09
wrnip1	DDB0168762	DDB0305118	16-JUL-09
DDB_G0269684	DDB0190468	DDB0305117	16-JUL-09
DDB_G0274433	DDB0167633	DDB0305116	15-JUL-09
cdc6	DDB0203551	DDB0305115	15-JUL-09
DDB_G0276531	DDB0217796	DDB0305114	15-JUL-09
rad21	DDB0202625	DDB0305113	15-JUL-09
pds5	DDB0217729	DDB0305112	15-JUL-09
ncapGb	DDB0167485	DDB0305111	15-JUL-09
ncapGa	DDB0205569	DDB0305110	15-JUL-09
DDB_G0286231	DDB0186871	DDB0305107	14-JUL-09
DDB_G0286223	DDB0186866	DDB0305106	13-JUL-09
DDB_G0286225	DDB0186867	DDB0305105	13-JUL-09
DDB_G0286207	DDB0186856	DDB0305104	13-JUL-09
DDB_G0286197	DDB0186849	DDB0305103	13-JUL-09
fbp17	DDB0216913	DDB0305102	13-JUL-09
DDB_G0286161	DDB0186844	DDB0305097	10-JUL-09
DDB_G0286151	DDB0186838	DDB0305096	10-JUL-09
DDB_G0286129	DDB0186817	DDB0305095	10-JUL-09
sec63	DDB0186819	DDB0305093	09-JUL-09
DDB_G0286089	DDB0186811	DDB0305092	09-JUL-09
DDB_G0286073	DDB0186803	DDB0305091	09-JUL-09
DDB_G0286071	DDB0186802	DDB0305090	09-JUL-09
DDB_G0286063	DDB0186798	DDB0305089	09-JUL-09
DDB_G0286061	DDB0186797	DDB0305088	09-JUL-09
